user_id,signup_date,acquisition_channel,country,account_type,initial_plan_id,first_project_date,first_deploy_date
258,2024-11-07,Paid Search,IN,Team,3,2024-11-25,
259,2024-11-07,Partner,US,Individual,1,,2024-11-21
260,2024-11-08,Partner,AU,Team,3,2024-11-11,2024-11-16
261,2024-11-08,Paid Search,CA,Individual,1,2024-11-09,2024-11-14
262,2024-11-08,Organic,CA,Individual,2,2024-11-29,
263,2024-11-08,Paid Search,GB,Individual,1,2024-11-15,2024-11-18
264,2024-11-08,Partner,US,Individual,1,2024-11-15,
265,2024-11-08,Organic,CA,Team,1,2024-11-17,
266,2024-11-08,Paid Search,BR,Individual,1,2024-11-15,
267,2024-11-08,Partner,US,Individual,1,2024-11-13,2024-11-23
268,2024-11-08,Organic,US,Individual,1,2024-11-18,
269,2024-11-08,Referral,US,Individual,1,2024-11-27,
270,2024-11-08,Organic,US,Individual,1,,2024-11-26
271,2024-11-08,Organic,IN,Team,3,2024-11-12,2024-11-13
272,2024-11-08,Referral,IN,Individual,1,2024-11-16,
273,2024-11-08,Organic,JP,Individual,1,2024-11-11,
274,2024-11-08,Organic,DE,Individual,1,2024-11-13,
275,2024-11-09,Partner,US,Individual,2,2024-11-16,2024-11-30
276,2024-11-09,Organic,JP,Individual,1,2024-11-11,2024-11-17
277,2024-11-09,Content,IN,Individual,2,2024-11-11,2024-11-24
278,2024-11-09,Content,GB,Team,3,2024-11-10,2024-11-14
279,2024-11-09,Organic,FR,Individual,1,2024-11-13,
280,2024-11-09,Organic,JP,Individual,1,,2024-12-09
281,2024-11-09,Referral,IN,Individual,1,,
282,2024-11-09,Paid Search,US,Team,3,2024-11-19,
283,2024-11-10,Organic,IN,Individual,1,2024-11-14,
284,2024-11-10,Referral,US,Individual,1,2024-12-08,2024-12-14
285,2024-11-10,Organic,US,Individual,1,2024-11-14,
286,2024-11-10,Partner,US,Individual,1,,2024-11-30
287,2024-11-10,Organic,US,Individual,1,,
288,2024-11-10,Organic,US,Individual,1,,
289,2024-11-10,Organic,US,Individual,2,2024-11-23,2024-12-01
290,2024-11-11,Content,FR,Individual,1,,
291,2024-11-11,Referral,IN,Team,1,2024-12-04,
292,2024-11-11,Partner,ES,Team,2,2024-11-17,2024-11-17
293,2024-11-11,Paid Search,US,Individual,1,2024-11-28,2024-12-04
294,2024-11-11,Organic,DE,Individual,1,2024-11-12,
295,2024-11-11,Organic,JP,Individual,1,2024-11-17,2024-11-22
296,2024-11-11,Paid Search,US,Individual,1,2024-11-18,
297,2024-11-11,Paid Search,IN,Individual,1,2024-11-29,2024-12-05
298,2024-11-11,Referral,IN,Individual,2,2024-11-17,2024-11-27
299,2024-11-11,Organic,US,Individual,2,2024-11-15,
300,2024-11-12,Content,BR,Team,3,2024-11-13,2024-11-16
301,2024-11-12,Organic,IN,Individual,1,,2024-12-08
302,2024-11-12,Content,US,Individual,1,2024-11-16,
303,2024-11-12,Organic,US,Team,1,,
304,2024-11-13,Paid Search,US,Individual,1,2024-11-14,2024-11-24
305,2024-11-13,Organic,US,Individual,1,2024-11-17,
306,2024-11-13,Paid Search,CA,Individual,2,2024-11-19,
307,2024-11-13,Paid Search,GB,Individual,1,2024-11-15,
308,2024-11-13,Paid Search,US,Team,3,2024-11-23,2024-11-27
309,2024-11-13,Paid Search,AU,Individual,1,2024-11-16,
310,2024-11-14,Referral,US,Individual,1,2024-11-26,
311,2024-11-14,Referral,US,Team,1,,
312,2024-11-14,Partner,US,Team,3,2024-11-23,
313,2024-11-15,Organic,GB,Team,3,2024-11-29,2024-12-01
314,2024-11-15,Paid Search,US,Individual,1,2024-11-19,2024-11-19
315,2024-11-15,Paid Search,US,Individual,1,2024-11-30,
316,2024-11-15,Organic,US,Team,2,2024-11-23,
317,2024-11-15,Paid Search,IN,Team,2,,2024-12-03
318,2024-11-15,Organic,ES,Individual,1,,
319,2024-11-15,Organic,US,Individual,1,2024-11-28,
320,2024-11-16,Organic,US,Individual,2,2024-11-29,2024-12-01
321,2024-11-16,Organic,DE,Team,1,2024-11-22,
322,2024-11-16,Referral,IN,Individual,1,,2024-11-30
323,2024-11-16,Referral,US,Individual,1,2024-11-25,2024-12-03
324,2024-11-16,Content,AU,Individual,1,,
325,2024-11-16,Referral,GB,Individual,1,2024-11-19,2024-12-06
326,2024-11-16,Organic,CA,Team,3,,2024-12-08
327,2024-11-16,Content,DE,Individual,1,2024-11-26,2024-11-30
328,2024-11-16,Partner,JP,Team,1,,
329,2024-11-17,Paid Search,IN,Team,1,2024-11-18,
330,2024-11-17,Paid Search,US,Individual,2,,2024-11-25
331,2024-11-17,Content,US,Individual,1,2024-11-27,
332,2024-11-18,Paid Search,CA,Individual,1,2024-11-25,
333,2024-11-18,Content,US,Team,2,2024-11-23,2024-12-03
334,2024-11-18,Organic,IN,Individual,2,2024-11-23,
335,2024-11-18,Organic,BR,Individual,1,,
336,2024-11-18,Paid Search,IN,Team,2,,2024-12-24
337,2024-11-18,Paid Search,ES,Individual,1,2024-11-28,2024-12-01
338,2024-11-18,Partner,US,Team,2,,2024-12-11
339,2024-11-18,Content,AU,Individual,1,2024-12-04,
340,2024-11-19,Paid Search,IN,Individual,1,2024-11-25,2024-11-30
341,2024-11-19,Organic,US,Individual,1,2024-11-27,2024-12-11
342,2024-11-19,Partner,IN,Team,2,2024-11-24,2024-11-25
343,2024-11-19,Paid Search,US,Individual,1,,2024-12-06
344,2024-11-19,Organic,IN,Team,2,2024-11-23,
345,2024-11-20,Paid Search,GB,Team,1,2024-12-01,
346,2024-11-20,Referral,US,Individual,1,2024-11-26,
347,2024-11-20,Referral,FR,Team,3,2024-11-27,2024-11-30
348,2024-11-20,Paid Search,DE,Individual,2,2024-11-20,
349,2024-11-20,Organic,US,Individual,2,2024-11-26,2024-11-27
350,2024-11-20,Content,US,Individual,1,2024-11-29,2024-12-02
351,2024-11-20,Referral,US,Team,3,2024-11-28,
352,2024-11-20,Paid Search,GB,Individual,1,2024-12-01,
353,2024-11-20,Organic,AU,Individual,1,2024-11-23,
354,2024-11-21,Referral,JP,Individual,1,,2024-12-08
355,2024-11-21,Organic,GB,Individual,1,,
356,2024-11-21,Organic,IN,Individual,1,,2024-11-27
357,2024-11-21,Paid Search,US,Team,2,2024-12-14,2024-12-17
358,2024-11-21,Organic,IN,Team,2,2024-12-06,
359,2024-11-22,Paid Search,US,Individual,2,2024-12-01,
360,2024-11-22,Organic,US,Team,1,,
361,2024-11-22,Referral,DE,Individual,1,2024-11-27,2024-12-03
362,2024-11-22,Organic,US,Team,3,2024-11-29,2024-12-01
363,2024-11-22,Organic,IN,Individual,1,2024-12-05,2024-12-08
364,2024-11-22,Organic,BR,Individual,1,,
365,2024-11-22,Content,US,Individual,1,2024-11-30,2024-12-02
366,2024-11-22,Partner,US,Team,2,,2024-12-24
367,2024-11-22,Organic,BR,Individual,2,2024-12-03,2024-12-14
368,2024-11-23,Referral,IN,Individual,1,,
369,2024-11-23,Paid Search,US,Individual,1,2024-12-07,
370,2024-11-23,Content,US,Individual,1,,
371,2024-11-23,Organic,FR,Individual,1,2024-11-27,
372,2024-11-23,Referral,GB,Individual,2,2024-11-26,2024-11-28
373,2024-11-23,Organic,US,Team,2,2024-11-30,2024-12-10
374,2024-11-23,Paid Search,US,Individual,1,2024-12-16,
375,2024-11-23,Content,AU,Individual,1,,
376,2024-11-23,Paid Search,FR,Individual,1,2024-11-27,2024-11-29
377,2024-11-24,Organic,ES,Team,3,2024-11-27,2024-12-10
378,2024-11-24,Organic,IN,Team,3,2024-12-05,2024-12-12
379,2024-11-24,Referral,JP,Individual,1,2024-12-04,
380,2024-11-24,Referral,US,Individual,1,,2024-12-11
381,2024-11-24,Organic,IN,Individual,1,2024-12-13,
382,2024-11-24,Content,US,Individual,1,,2024-12-07
383,2024-11-24,Organic,FR,Team,3,2024-11-25,2024-12-04
384,2024-11-25,Organic,CA,Individual,1,,2024-12-03
385,2024-11-25,Content,US,Individual,2,2024-12-01,
386,2024-11-25,Organic,BR,Individual,1,2024-12-04,
387,2024-11-25,Organic,BR,Team,1,,2024-12-14
388,2024-11-26,Paid Search,US,Individual,1,2024-12-05,
389,2024-11-26,Partner,DE,Individual,1,2024-11-28,
390,2024-11-27,Organic,US,Individual,2,2024-12-09,2024-12-13
391,2024-11-27,Content,US,Team,3,2024-11-29,2024-12-04
392,2024-11-27,Referral,BR,Individual,1,2024-12-01,2024-12-04
393,2024-11-27,Organic,US,Individual,1,,2024-12-24
394,2024-11-27,Referral,JP,Individual,1,,2024-12-20
395,2024-11-27,Paid Search,US,Individual,1,2024-12-19,
396,2024-11-27,Paid Search,FR,Individual,1,,
397,2024-11-27,Referral,FR,Individual,1,2024-11-30,2024-12-03
398,2024-11-27,Content,US,Individual,1,2024-12-01,
399,2024-11-28,Organic,US,Individual,1,2024-12-04,2024-12-06
400,2024-11-28,Paid Search,BR,Individual,1,2024-12-13,
401,2024-11-28,Paid Search,IN,Team,2,2024-12-18,2024-12-22
402,2024-11-28,Organic,US,Individual,1,,
403,2024-11-28,Organic,GB,Team,3,2024-11-28,
404,2024-11-28,Organic,US,Individual,1,2024-12-05,
405,2024-11-28,Referral,US,Individual,1,,
406,2024-11-28,Paid Search,CA,Individual,1,,
407,2024-11-29,Organic,US,Individual,1,,
408,2024-11-29,Partner,BR,Individual,1,2024-12-14,
409,2024-11-29,Partner,IN,Individual,1,,
410,2024-11-29,Paid Search,JP,Individual,1,,2024-12-13
411,2024-11-29,Organic,FR,Team,1,2024-11-30,
412,2024-11-29,Referral,JP,Individual,1,2024-11-30,2024-12-06
413,2024-11-29,Organic,GB,Team,3,,
414,2024-11-30,Organic,DE,Individual,2,2024-12-07,
415,2024-11-30,Referral,ES,Individual,1,2024-12-10,2024-12-24
416,2024-11-30,Organic,DE,Individual,1,2024-12-02,2024-12-03
417,2024-11-30,Organic,US,Individual,2,2024-12-05,2024-12-09
418,2024-11-30,Organic,IN,Individual,1,2024-12-02,
419,2024-12-01,Organic,AU,Individual,2,2024-12-09,2024-12-12
420,2024-12-01,Organic,IN,Individual,1,2024-12-19,
421,2024-12-01,Content,GB,Individual,2,2024-12-12,2024-12-18
422,2024-12-01,Organic,FR,Individual,1,2024-12-09,2024-12-09
423,2024-12-01,Organic,ES,Team,3,2024-12-09,2024-12-15
424,2024-12-01,Organic,US,Team,3,,2024-12-13
425,2024-12-01,Content,FR,Team,2,2024-12-13,2024-12-27
426,2024-12-01,Paid Search,US,Team,3,2024-12-11,2024-12-13
427,2024-12-01,Organic,DE,Individual,1,2024-12-10,
428,2024-12-02,Partner,DE,Individual,1,2024-12-08,
429,2024-12-02,Paid Search,US,Team,3,2024-12-06,2024-12-07
430,2024-12-02,Organic,US,Individual,1,,
431,2024-12-02,Organic,DE,Individual,2,2024-12-04,2024-12-04
432,2024-12-02,Organic,US,Individual,1,,2024-12-17
433,2024-12-02,Organic,US,Individual,1,2024-12-02,
434,2024-12-02,Referral,BR,Individual,1,2024-12-05,
435,2024-12-02,Organic,US,Team,1,2024-12-03,2024-12-05
436,2024-12-02,Paid Search,CA,Individual,1,2024-12-05,
437,2024-12-02,Organic,JP,Individual,1,2024-12-05,
438,2024-12-02,Organic,US,Team,2,2024-12-05,
439,2024-12-03,Paid Search,US,Individual,2,2024-12-12,
440,2024-12-03,Content,DE,Individual,1,,
441,2024-12-03,Organic,IN,Individual,1,2024-12-04,2024-12-07
442,2024-12-04,Referral,AU,Individual,2,2024-12-16,
443,2024-12-04,Organic,AU,Team,2,2024-12-08,2024-12-12
444,2024-12-04,Organic,IN,Individual,2,,2024-12-20
445,2024-12-04,Organic,US,Team,2,2024-12-15,
446,2024-12-04,Organic,US,Individual,2,,2024-12-09
447,2024-12-04,Organic,US,Team,1,,
448,2024-12-05,Organic,US,Team,3,2024-12-09,2024-12-15
449,2024-12-05,Referral,IN,Team,1,,
450,2024-12-05,Organic,FR,Individual,1,2024-12-21,
451,2024-12-05,Paid Search,US,Team,3,2024-12-11,
452,2024-12-05,Organic,BR,Individual,1,2024-12-16,2024-12-22
453,2024-12-05,Paid Search,US,Individual,1,,
454,2024-12-06,Paid Search,US,Team,2,2024-12-08,
455,2024-12-06,Organic,FR,Individual,1,2024-12-13,
456,2024-12-06,Organic,US,Team,1,,
457,2024-12-06,Referral,US,Individual,1,,2025-01-13
